week_start,week_end,raw_item,unit,weekly_average_price,source_file
"April 15, 2024","April 20, 2024",Special Blue Tag,kg,60.16,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Premium Yellow Tag,kg,57.11,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Well Milled White Tag,kg,52.6,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Regular Milled White Tag,kg,49.89,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Special Blue Tag,kg,61.04,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Premium Yellow Tag,kg,55.12,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Well Milled White Tag,kg,51.89,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Regular Milled White Tag,kg,48.96,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",CORN Corn (White) Glutinous,kg,74.4,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Corn (Yellow) Japanese,kg,64.89,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",FISH Bangus Medium (3-4pcs/kg),kg,187.95,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Tilapia Medium (5-6pcs/kg),kg,139.83,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Galunggong (Local) Medium (12-14pcs/kg),kg,205.38,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Galunggong (Imported) Medium (12-14pcs/kg) kg n/a Alumahan Medium (4-6pcs/kg),kg,299.7,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Bonito,kg,198.86,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Salmon Head,kg,202.2,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Sardines (Tamban),kg,163.42,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Squid Medium,kg,357.2,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Yellow-Fin Tuna (Tambakol),kg,216.78,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/Tapadera,kg,443.3,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Beef Brisket Meat with Bones,kg,387.45,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Pork Ham Kasim,kg,334.86,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Pork Belly Liempo,kg,378.06,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Whole Chicken Fully Dressed,kg,177.75,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Chicken Egg Medium size,pc,7.04,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Ampalaya 4-5 pcs/kg,kg,117.27,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Sitao 3-4 Small Bundles,kg,106.31,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Pechay (Native) 3-4 Small Bundles,kg,74.66,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Squash Suprema Variety,kg,49.46,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Eggplant 3-4 Small Bundles,kg,86.98,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Tomato 15-18 pcs/kg,kg,62.48,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Bell Pepper (Green) Medium (151-250gm/pc),kg,227.11,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Bell Pepper (Red) Medium (151-250gm/pc),kg,224.51,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Broccoli,kg,175.73,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cabbage (Rare Ball) 510 gm - 1 kg/head,kg,60.15,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,67.16,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cabbage (Wonder Ball) 510 gm - 1 kg/head,kg,66.43,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Carrots 8-10 pcs/kg,kg,98.08,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Habitchuelas (Baguio Beans),kg,97.98,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",White Potato 10-12 pcs/kg,kg,109.07,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Pechay (Baguio),kg,65.52,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Chayote,kg,51.63,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Red Onion 13-15 pcs/kg,kg,90.14,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Red Onion (Imported) kg n/a White Onion,kg,80.37,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",White Onion (Imported),kg,93.33,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Garlic (Imported),kg,152.85,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Garlic (Native),kg,402.73,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Ginger,kg,145.78,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Chilli (Labuyo),kg,162.62,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Calamansi,kg,78.41,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,105.23,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Banana (Latundan) 10-12 pcs/kg,kg,73.08,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Papaya 2-3 pcs/kg,kg,63.82,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Mango (Carabao) 3-4 pcs/kg,kg,141.65,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Sugar (Refined),kg,84.78,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Sugar (Washed),kg,76.79,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Sugar (Brown),kg,75.2,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,30.59,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,80.38,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,32.57,Weekly-Average-Prices-April-15-20-2024.pdf
"April 15, 2024","April 20, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,84.39,Weekly-Average-Prices-April-15-20-2024.pdf
"April 22, 2024","April 27, 2024",Special Blue Tag,kg,60.29,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Premium Yellow Tag,kg,57.2,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Well Milled White Tag,kg,52.6,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Regular Milled White Tag,kg,49.65,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Special Blue Tag,kg,60.93,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Premium Yellow Tag,kg,55.12,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Well Milled White Tag,kg,51.81,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Regular Milled White Tag,kg,49.44,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",CORN Corn (White) Glutinous,kg,70.98,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Corn (Yellow) Japanese,kg,64.78,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",FISH Bangus Medium (3-4pcs/kg),kg,187.6,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Tilapia Medium (5-6pcs/kg),kg,138.3,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Galunggong (Local) Medium (12-14pcs/kg),kg,205.01,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Galunggong (Imported) Medium (12-14pcs/kg) kg n/a Alumahan Medium (4-6pcs/kg),kg,309.87,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Bonito,kg,188.48,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Salmon Head,kg,196.07,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Sardines (Tamban),kg,142.89,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Squid Medium,kg,365.38,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Yellow-Fin Tuna (Tambakol),kg,203.26,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/Tapadera,kg,443.76,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Beef Brisket Meat with Bones,kg,388.8,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Pork Ham Kasim,kg,333.7,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Pork Belly Liempo,kg,377.26,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Whole Chicken Fully Dressed,kg,175.9,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Chicken Egg Medium size,pc,7.11,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Ampalaya 4-5 pcs/kg,kg,114.46,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Sitao 3-4 Small Bundles,kg,106.06,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Pechay (Native) 3-4 Small Bundles,kg,71.35,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Squash Suprema Variety,kg,49.47,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Eggplant 3-4 Small Bundles,kg,85.7,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Tomato 15-18 pcs/kg,kg,64.45,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Bell Pepper (Green) Medium (151-250gm/pc),kg,245.63,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Bell Pepper (Red) Medium (151-250gm/pc),kg,232.49,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Broccoli,kg,192.91,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cabbage (Rare Ball) 510 gm - 1 kg/head,kg,66.07,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,71.1,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cabbage (Wonder Ball) 510 gm - 1 kg/head,kg,74.28,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Carrots 8-10 pcs/kg,kg,100.12,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Habitchuelas (Baguio Beans),kg,103.39,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",White Potato 10-12 pcs/kg,kg,105.42,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Pechay (Baguio),kg,66.0,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Chayote,kg,52.58,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Red Onion 13-15 pcs/kg,kg,91.16,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Red Onion (Imported) kg n/a White Onion,kg,82.46,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",White Onion (Imported),kg,100.0,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Garlic (Imported),kg,152.17,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Garlic (Native),kg,375.15,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Ginger,kg,158.81,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Chilli (Labuyo),kg,150.08,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Calamansi,kg,81.29,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,104.29,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Banana (Latundan) 10-12 pcs/kg,kg,71.73,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Papaya 2-3 pcs/kg,kg,62.85,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Mango (Carabao) 3-4 pcs/kg,kg,139.18,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Sugar (Refined),kg,84.59,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Sugar (Washed),kg,76.6,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Sugar (Brown),kg,75.07,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,30.88,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,80.46,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,32.89,Weekly-Average-Prices-April-22-27-2024.pdf
"April 22, 2024","April 27, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,84.7,Weekly-Average-Prices-April-22-27-2024.pdf
"April 29, 2024","May 4, 2024",Special Blue Tag,kg,60.55,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Premium Yellow Tag,kg,57.32,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Well Milled White Tag,kg,52.66,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Regular Milled White Tag,kg,49.85,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Special Blue Tag,kg,60.81,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Premium Yellow Tag,kg,55.06,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Well Milled White Tag,kg,51.63,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Regular Milled White Tag,kg,49.81,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",CORN Corn (White) Glutinous,kg,69.89,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Corn (Yellow) Japanese,kg,65.02,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Corn Grits (White, Food Grade)",kg,72.62,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Corn Grits (Yellow, Food Grade)",kg,46.67,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Corn Cracked (Yellow, Feed Grade)",kg,45.43,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Corn Grits (Feed Grade),kg,49.04,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",FISH Bangus Large,kg,212.81,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Bangus Medium (3-4pcs/kg),kg,187.29,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Tilapia Medium (5-6pcs/kg),kg,138.23,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Galunggong (Local) Medium (12-14pcs/kg),kg,205.47,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Galunggong (Imported) Medium (12-14pcs/kg),kg,200.0,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Alumahan Medium (4-6pcs/kg),kg,308.49,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Bonito,kg,188.48,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Salmon Head,kg,196.07,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Sardines (Tamban),kg,142.89,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Squid Medium,kg,365.38,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Yellow-Fin Tuna (Tambakol),kg,203.26,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/ Tapadera,kg,443.47,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Beef Brisket Meat with Bones,kg,386.92,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Pork Ham Kasim,kg,334.68,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Pork Belly Liempo,kg,377.47,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Whole Chicken Fully Dressed,kg,176.33,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Pewee) 41-45 grams/pc",pc,4.84,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Extra Small) 46-50 grams/pc",pc,5.37,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Small) 51-55 grams/pc",pc,5.9,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Medium) 56-60 grams/pc",pc,7.0,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Large) 61-65 grams/pc",pc,7.72,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Extra Large) 66-70 grams/pc",pc,8.55,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (White, Jumbo) 71> grams/pc",pc,10.7,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (Brown, Medium) Medium",pc,8.42,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (Brown, Large) Large",pc,9.08,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024","Chicken Egg (Brown, Extra Large) Extra Large",pc,10.06,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Ampalaya 4-5 pcs/kg,kg,114.14,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Sitao 3-4 Small Bundles,kg,109.19,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Pechay (Native) 3-4 Small Bundles,kg,68.57,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Squash Suprema Variety,kg,50.62,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Eggplant 3-4 Small Bundles,kg,83.45,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Tomato 15-18 pcs/kg,kg,63.56,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Bell Pepper (Green) Medium (151-250gm/pc),kg,250.46,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Bell Pepper (Red) Medium (151-250gm/pc),kg,239.14,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Broccoli,kg,201.07,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cabbage (Rare Ball) 510 gm - 1 kg/head,kg,68.38,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,72.84,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cabbage (Wonder Ball) 510 gm - 1 kg/head,kg,73.74,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Carrots 8-10 pcs/kg,kg,100.2,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Habichuelas (Baguio Beans),kg,126.54,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",White Potato 10-12 pcs/kg,kg,105.08,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Pechay (Baguio),kg,68.93,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Chayote,kg,58.53,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Red Onion 13-15 pcs/kg,kg,94.22,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Red Onion (Imported) kg n/a White Onion,kg,85.04,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",White Onion (Imported),kg,100.0,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Garlic (Imported),kg,154.21,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Garlic (Native),kg,414.62,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Ginger,kg,190.29,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Chilli (Red),kg,154.43,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Calamansi,kg,83.84,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,104.57,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Banana (Latundan) 10-12 pcs/kg,kg,71.93,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Papaya 2-3 pcs/kg,kg,62.39,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Mango (Carabao) 3-4 pcs/kg,kg,136.34,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Sugar (Refined),kg,84.6,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Sugar (Washed),kg,76.78,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Sugar (Brown),kg,75.14,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,31.13,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,80.83,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,33.05,Weekly-Average-Prices-April-29-May-4-2024.pdf
"April 29, 2024","May 4, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,84.95,Weekly-Average-Prices-April-29-May-4-2024.pdf
"August 12, 2024","August 17, 2024",Special Blue Tag,kg,60.07,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Premium Yellow Tag,kg,56.43,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Well Milled White Tag,kg,52.97,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Regular Milled White Tag,kg,48.17,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Special Blue Tag,kg,59.95,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Premium Yellow Tag,kg,54.34,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Well Milled White Tag,kg,50.46,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Regular Milled White Tag,kg,48.13,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024","CORN Corn (White) Cob, Glutinous",kg,80.18,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024","Corn (Yellow) Cob, Sweet Corn",kg,67.91,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024","Corn Grits (White, Food Grade) kg n/a Corn Grits (Yellow, Food Grade) kg n/a Corn Cracked (Yellow, Feed Grade)",kg,51.93,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Corn Grits (Feed Grade),kg,40.34,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",FISH Bangus Large,kg,212.71,Weekly-Average-Prices-August-12-17-2024.pdf
"August 12, 2024","August 17, 2024",Bangus Medium (3-4pcs/kg),kg,188.33,Weekly-Average-Prices-August-12-17-2024.pdf
