week_start,week_end,raw_item,unit,weekly_average_price,source_file
"January 29, 2024","February 2, 2024",Well Milled White Tag,kg,52.69,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Special Blue Tag,kg,61.25,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Premium Yellow Tag,kg,55.33,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Well Milled White Tag,kg,52.09,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Regular Milled White Tag,kg,50.55,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",GRAINS Corn (White) Glutinous,kg,80.96,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Corn (Yellow) Japanese,kg,64.99,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",FISH Bangus Medium (3-4pcs/kg),kg,195.08,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Bangus Large,kg,228.53,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Tilapia Medium (5-6pcs/kg),kg,143.09,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Galunggong (Local) Medium (12-14pcs/kg),kg,259.15,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Galunggong (Imported) Medium (12-14pcs/kg),kg,232.29,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Alumahan Medium (4-6pcs/kg),kg,336.12,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/Tapadera,kg,442.35,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Beef Brisket Meat w/ Bones,kg,384.9,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Pork Ham Kasim,kg,312.34,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Pork Belly Liempo,kg,362.03,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Whole Chicken Fully Dressed,kg,180.86,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Chicken Egg Medium size,pc,7.8,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Ampalaya 4-5 pcs/kg,kg,110.97,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Sitao 3-4 Small Bundles,kg,106.56,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Pechay (Native) 3-4 Small Bundles,kg,65.53,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Squash Suprema Variety,kg,50.12,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Eggplant 3-4 Small Bundles,kg,97.26,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Tomato 15-18 pcs/kg,kg,123.64,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,66.58,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cabbage (Rare Ball) Medium,kg,54.75,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cabbage (Wonder Ball) Medium,kg,57.82,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Carrots 8-10 pcs,kg,91.68,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Habitchuelas (Baguio Beans),kg,100.75,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",White Potato 10-12 pcs,kg,113.8,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Pechay (Baguio),kg,61.1,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Chayote,kg,58.22,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Red Onion 13-15 pcs/kg,kg,132.12,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Red Onion (Imported),kg,108.18,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",White Onion,kg,91.78,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",White Onion (Imported),kg,105.97,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Garlic (Imported),kg,147.81,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Garlic (Native),kg,462.5,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Ginger,kg,139.0,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Chilli (Labuyo),kg,267.9,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Calamansi,kg,88.39,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,104.37,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Banana (Latundan) 10-12 pcs/kg,kg,71.23,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Papaya 2-3 pcs/kg,kg,64.96,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Mango (Carabao) 3-4 pcs/kg,kg,171.17,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Sugar (Refined),kg,85.4,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Sugar (Washed),kg,79.17,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Sugar (Brown),kg,77.21,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,30.09,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,77.28,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,32.43,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 29, 2024","February 2, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,80.05,Weekly-Average-Prices-January-29-February-2-2024.pdf
"January 8, 2024","January 12, 2024",Special Blue Tag,kg,61.01,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Premium Yellow Tag,kg,57.85,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Well Milled White Tag,kg,53.61,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Special Blue Tag,kg,61.27,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Premium Yellow Tag,kg,55.27,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Well Milled White Tag,kg,51.96,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Regular Milled White Tag,kg,49.96,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",GRAINS Corn (White) Glutinous,kg,83.81,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Corn (Yellow) Japanese,kg,66.93,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",FISH Bangus Medium (3-4pcs/kg),kg,195.34,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Bangus Large,kg,231.69,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Tilapia Medium (5-6pcs/kg),kg,142.7,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Galunggong (Local) Medium (12-14pcs/kg),kg,263.62,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Galunggong (Imported) Medium (12-14pcs/kg),kg,222.89,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Alumahan Medium (4-6pcs/kg),kg,321.97,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/Tapadera,kg,441.15,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Beef Brisket Meat w/ Bones,kg,383.47,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Pork Ham Kasim,kg,310.83,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Pork Belly Liempo,kg,356.51,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Whole Chicken Fully Dressed,kg,174.95,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Chicken Egg Medium size,pc,8.07,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Ampalaya 4-5 pcs/kg,kg,121.39,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Sitao 3-4 Small Bundles,kg,114.26,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Pechay (Native) 3-4 Small Bundles,kg,68.76,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Squash Suprema Variety,kg,50.1,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Eggplant 3-4 Small Bundles,kg,118.49,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Tomato 15-18 pcs/kg,kg,68.0,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,63.31,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cabbage (Rare Ball) Medium,kg,55.85,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cabbage (Wonder Ball) Medium,kg,52.59,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Carrots 8-10 pcs,kg,93.26,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Habitchuelas (Baguio Beans),kg,99.73,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",White Potato 10-12 pcs,kg,130.49,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Pechay (Baguio),kg,61.77,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Chayote,kg,46.24,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Red Onion 13-15 pcs/kg,kg,159.87,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Red Onion (Imported),kg,140.6,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",White Onion,kg,110.96,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",White Onion (Imported),kg,120.07,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Garlic (Imported),kg,148.2,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Garlic (Native),kg,450.0,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Ginger,kg,153.15,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Chilli (Labuyo),kg,247.9,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Calamansi,kg,83.2,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,104.84,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Banana (Latundan) 10-12 pcs/kg,kg,70.99,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Papaya 2-3 pcs/kg,kg,66.17,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Mango (Carabao) 3-4 pcs/kg,kg,192.02,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Sugar (Refined),kg,85.84,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Sugar (Washed),kg,80.45,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Sugar (Brown),kg,78.52,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,30.61,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,77.76,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,32.64,Weekly-Average-Prices-January-8-12-2024.pdf
"January 8, 2024","January 12, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,80.95,Weekly-Average-Prices-January-8-12-2024.pdf
"July 1, 2024","July 6, 2024",Special Blue Tag,kg,60.36,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Premium Yellow Tag,kg,56.97,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Well Milled White Tag,kg,53.45,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Regular Milled White Tag,kg,49.22,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Special Blue Tag,kg,60.69,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Premium Yellow Tag,kg,54.79,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Well Milled White Tag,kg,51.25,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Regular Milled White Tag,kg,49.16,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","CORN Corn (White) Cob, Glutinous",kg,72.33,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Corn (Yellow) Cob, Sweet Corn",kg,66.5,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Corn Grits (White, Food Grade) kg n/a Corn Grits (Yellow, Food Grade) kg n/a Corn Cracked (Yellow, Feed Grade)",kg,51.38,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Corn Grits (Feed Grade),kg,40.97,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",FISH Bangus Large,kg,210.13,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Bangus Medium (3-4pcs/kg),kg,185.88,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Tilapia Medium (5-6pcs/kg),kg,137.35,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Galunggong (Local) Male, Medium (12-14pcs/kg)",kg,222.66,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Galunggong (Imported) Male, Medium (12-14pcs/kg) kg n/a Alumahan Medium (4-6pcs/kg)",kg,300.74,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Bonito kg n/a Salmon Head,kg,197.61,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Sardines (Tamban),kg,148.08,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Squid Medium,kg,390.19,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Yellow-Fin Tuna (Tambakol),kg,212.9,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/ Tapadera,kg,443.54,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Beef Brisket Meat with Bones,kg,385.25,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Pork Ham Kasim,kg,342.51,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Pork Belly Liempo,kg,382.21,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Whole Chicken Fully Dressed,kg,197.8,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Pewee) 41-45 grams/pc",pc,5.16,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Extra Small) 46-50 grams/pc",pc,6.3,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Small) 51-55 grams/pc",pc,6.43,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Medium) 56-60 grams/pc",pc,7.29,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Large) 61-65 grams/pc",pc,8.13,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Extra Large) 66-70 grams/pc",pc,8.92,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (White, Jumbo) 71> grams/pc",pc,9.63,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (Brown, Medium) Medium",pc,9.52,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Chicken Egg (Brown, Large) Large",pc,9.32,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Ampalaya 4-5 pcs/kg,kg,116.0,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Sitao 3-4 Small Bundles,kg,125.51,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Pechay (Native) 3-4 Small Bundles,kg,92.38,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Squash Suprema Variety,kg,65.47,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Eggplant 3-4 Small Bundles,kg,85.69,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Tomato 15-18 pcs/kg,kg,159.91,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Bell Pepper (Green) Medium (151-250gm/pc),kg,301.16,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Bell Pepper (Red) Medium (151-250gm/pc),kg,282.16,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Broccoli Medium (8-10 cm diameter/bunch hd),kg,242.73,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cabbage (Rare Ball) 510 gm - 1 kg/head,kg,78.3,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cabbage (Scorpio) 750 gm - 1 kg/head,kg,82.53,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cabbage (Wonder Ball) 510 gm - 1 kg/head,kg,83.28,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Carrots 8-10 pcs/kg,kg,128.66,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Habichuelas (Baguio Beans),kg,136.32,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",White Potato 10-12 pcs/kg,kg,122.49,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Pechay (Baguio),kg,93.17,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Chayote Medium (301-400 g),kg,58.85,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Red Onion 13-15 pcs/kg,kg,107.81,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Red Onion (Imported) kg n/a White Onion,kg,93.77,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",White Onion (Imported) kg n/a Garlic (Imported),kg,155.21,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Garlic (Native),kg,424.0,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Ginger Fairly well-matured, Medium (150-300 gm)",kg,240.71,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Chilli (Red),kg,231.06,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Calamansi,kg,124.83,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Banana (Lakatan) 8-10 pcs/kg,kg,103.74,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Banana (Latundan) 10-12 pcs/kg,kg,71.8,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Papaya Solo Variety, Ripe, 2-3 pcs/kg",kg,63.96,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024","Mango (Carabao) Ripe, 3-4 pcs/kg",kg,138.0,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Sugar (Refined),kg,84.51,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Sugar (Washed),kg,76.51,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Sugar (Brown),kg,74.9,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cooking Oil (Palm) 350 ml/bottle,ml,31.31,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cooking Oil (Palm) 1 Liter/bottle,L,80.53,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cooking Oil (Coconut) 350 ml/bottle,ml,33.45,Weekly-Average-Prices-July-1-6-2024.pdf
"July 1, 2024","July 6, 2024",Cooking Oil (Coconut) 1 Liter/bottle,L,85.38,Weekly-Average-Prices-July-1-6-2024.pdf
"July 15, 2024","July 20, 2024",Special Blue Tag,kg,60.34,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Premium Yellow Tag,kg,56.87,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Well Milled White Tag,kg,52.86,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Regular Milled White Tag,kg,48.69,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Special Blue Tag,kg,60.33,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Premium Yellow Tag,kg,54.31,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Well Milled White Tag,kg,50.56,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Regular Milled White Tag,kg,47.9,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","CORN Corn (White) Cob, Glutinous",kg,80.19,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Corn (Yellow) Cob, Sweet Corn",kg,69.72,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Corn Grits (White, Food Grade) kg n/a Corn Grits (Yellow, Food Grade) kg n/a Corn Cracked (Yellow, Feed Grade)",kg,51.89,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Corn Grits (Feed Grade),kg,40.03,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",FISH Bangus Large,kg,211.2,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Bangus Medium (3-4pcs/kg),kg,185.82,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Tilapia Medium (5-6pcs/kg),kg,137.11,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Galunggong (Local) Male, Medium (12-14pcs/kg)",kg,228.16,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Galunggong (Imported) Male, Medium (12-14pcs/kg) kg n/a Alumahan Medium (4-6pcs/kg)",kg,292.93,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Bonito kg n/a Salmon Head,kg,195.27,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Sardines (Tamban),kg,151.26,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Squid Medium,kg,388.94,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Yellow-Fin Tuna (Tambakol),kg,205.4,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",LIVESTOCK & POULTRY PRODUCTS Beef Rump Lean Meat/ Tapadera,kg,444.21,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Beef Brisket Meat with Bones,kg,385.38,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Pork Ham Kasim,kg,341.56,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Pork Belly Liempo,kg,380.39,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024",Whole Chicken Fully Dressed,kg,213.63,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Pewee) 41-45 grams/pc",pc,5.66,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Extra Small) 46-50 grams/pc",pc,6.76,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Small) 51-55 grams/pc",pc,6.8,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Medium) 56-60 grams/pc",pc,7.55,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Large) 61-65 grams/pc",pc,8.29,Weekly-Average-Prices-July-15-20-2024.pdf
"July 15, 2024","July 20, 2024","Chicken Egg (White, Extra Large) 66-70 grams/pc",pc,8.94,Weekly-Average-Prices-July-15-20-2024.pdf
