week_start,week_end,commodity,raw_item,specification,unit,raw_unit,weekly_average_price,price_support_families,extraction_method,source_file
2025-09-15,2025-09-20,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 88.60,,kg,,88.6,,pdfplumber,2025\Weekly-Average-Prices-September-15-20-2025.pdf
2025-09-22,2025-09-27,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 98.61,,kg,,98.61,,pdfplumber,2025\Weekly-Average-Prices-September-22-27-2025.pdf
2025-10-13,2025-10-18,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 103.55,,kg,,103.55,,pdfplumber,2025\Weekly-Average-Prices-October-13-18-2025.pdf
2025-10-27,2025-11-01,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 89.25,,kg,,89.25,,pdfplumber,2025\Weekly-Average-Prices-October-27-November-1-2025.pdf
2025-11-03,2025-11-08,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 83.53,,kg,,83.53,,pdfplumber,2025\Weekly-Average-Prices-November-3-8-2025.pdf
2025-12-08,2025-12-13,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 84.66,,kg,,84.66,,pdfplumber,2025\Weekly-Average-Prices-December-8-13-2025.pdf
2026-01-12,2026-01-17,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 90.40,,kg,,90.4,,pdfplumber,2026\Weekly-Average-Prices-January-12-17-2026.pdf
2026-01-19,2026-01-24,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 87.35,,kg,,87.35,,pdfplumber,2026\Weekly-Average-Prices-January-19-24-2026.pdf
2026-04-20,2026-04-25,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 76.27,,kg,,76.27,,pdfplumber,2026\Weekly-Average-Prices-April-20-25-2026.pdf
2026-04-27,2026-05-02,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 76.87,,kg,,76.87,,pdfplumber,2026\Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-04,2026-05-09,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 67.42,,kg,,67.42,,pdfplumber,2026\Weekly-Average-Prices-May-4-9-2026.pdf
2026-05-11,2026-05-16,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 65.33,,kg,,65.33,,pdfplumber,2026\Weekly-Average-Prices-May-11-16-2026.pdf
2026-05-18,2026-05-23,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 65.00,,kg,,65.0,,pdfplumber,2026\Weekly-Average-Prices-May-18-23-2026.pdf
2026-05-25,2026-05-30,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 66.31,,kg,,66.31,,pdfplumber,2026\Weekly-Average-Prices-May-25-30-2026.pdf
2026-06-01,2026-06-06,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 67.43,,kg,,67.43,,pdfplumber,2026\Weekly-Average-Prices-June-1-6-2026.pdf
2026-06-08,2026-06-13,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 73.82,,kg,,73.82,,pdfplumber,2026\Weekly-Average-Prices-June-8-13-2026.pdf
2026-06-15,2026-06-20,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 78.20,,kg,,78.2,,pdfplumber,2026\Weekly-Average-Prices-June-15-20-2026.pdf
2026-06-22,2026-06-27,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 98.55,,kg,,98.55,,pdfplumber,2026\Weekly-Average-Prices-June-22-27-2026.pdf
2026-06-29,2026-07-05,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 103.56,,kg,,103.56,,pdfplumber,2026\Weekly-Average-Prices-June-29-July-5-2026.pdf
2026-07-06,2026-07-12,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 106.22,,kg,,106.22,,pdfplumber,2026\Weekly-Average-Prices-July-6-12-2026.pdf
2026-07-13,2026-07-19,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 95.42,,kg,,95.42,,pdfplumber,2026\Weekly-Average-Prices-July-13-19-2026.pdf
2026-07-20,2026-07-26,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 91.14,,kg,,91.14,,pdfplumber,2026\Weekly-Average-Prices-July-20-26-2026.pdf
2026-07-27,2026-08-02,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 92.34,,kg,,92.34,,pdfplumber,2026\Weekly-Average-Prices-July-27-August-2-2026.pdf
2026-08-03,2026-08-09,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 85.99,,kg,,85.99,,pdfplumber,2026\Weekly-Average-Prices-August-3-9-2026.pdf
2026-08-10,2026-08-16,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 94.60,,kg,,94.6,,pdfplumber,2026\Weekly-Average-Prices-August-10-16-2026.pdf
2026-08-17,2026-08-23,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 98.69,,kg,,98.69,,pdfplumber,2026\Weekly-Average-Prices-August-17-23-2026.pdf
2026-08-24,2026-08-30,Cabbage (Scorpio),Cabbage (Scorpio) 750 gm - 1 kg/head kg 113.14,,kg,,113.14,,pdfplumber,2026\Weekly-Average-Prices-August-24-30-2026.pdf
2024-01-08,2024-01-12,Cabbage (Wonder Ball),Cabbage (Wonder Ball) Medium kg 52.59,,kg,,52.59,,pdfplumber,2024\Weekly-Average-Prices-January-8-12-2024.pdf
2024-01-15,2024-01-19,Cabbage (Wonder Ball),Cabbage (Wonder Ball) Medium kg 51.48,,kg,,51.48,,pdfplumber,2024\Weekly-Average-Prices-January-15-19-2024.pdf
2024-01-22,2024-01-26,Cabbage (Wonder Ball),Cabbage (Wonder Ball) Medium kg 55.12,,kg,,55.12,,pdfplumber,2024\Weekly-Average-Prices-January-22-26-2024.pdf
2024-01-29,2024-02-02,Cabbage (Wonder Ball),Cabbage (Wonder Ball) Medium kg 57.82,,kg,,57.82,,pdfplumber,2024\Weekly-Average-Prices-January-29-February-2-2024.pdf
2024-02-05,2024-02-09,Cabbage (Wonder Ball),Cabbage (Wonder Ball) Medium kg 56.90,,kg,,56.9,,pdfplumber,2024\Weekly-Average-Prices-February-5-9-2024.pdf
2024-02-26,2024-03-01,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 63.11,,kg,,63.11,,pdfplumber,2024\Weekly-Average-Prices-February-26-March-1-2024.pdf
2024-03-04,2024-03-08,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 64.78,,kg,,64.78,,pdfplumber,2024\Weekly-Average-Prices-March-4-8-2024.pdf
2024-04-15,2024-04-20,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 66.43,,kg,,66.43,,pdfplumber,2024\Weekly-Average-Prices-April-15-20-2024.pdf
2024-04-22,2024-04-27,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 74.28,,kg,,74.28,,pdfplumber,2024\Weekly-Average-Prices-April-22-27-2024.pdf
2024-04-29,2024-05-04,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 73.74,,kg,,73.74,,pdfplumber,2024\Weekly-Average-Prices-April-29-May-4-2024.pdf
2024-05-06,2024-05-11,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 73.15,,kg,,73.15,,pdfplumber,2024\Weekly-Average-Prices-May-6-11-2024.pdf
2024-05-13,2024-05-18,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 71.54,,kg,,71.54,,pdfplumber,2024\Weekly-Average-Prices-May-13-18-2024.pdf
2024-05-20,2024-05-25,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 69.79,,kg,,69.79,,pdfplumber,2024\Weekly-Average-Prices-May-20-25-2024.pdf
2024-06-10,2024-06-15,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 77.54,,kg,,77.54,,pdfplumber,2024\Weekly-Average-Prices-June-10-15-2024.pdf
2024-06-17,2024-06-22,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 76.94,,kg,,76.94,,pdfplumber,2024\Weekly-Average-Prices-June-17-22-2024.pdf
2024-06-24,2024-06-29,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 79.18,,kg,,79.18,,pdfplumber,2024\Weekly-Average-Prices-June-24-29-2024.pdf
2024-07-01,2024-07-06,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 83.28,,kg,,83.28,,pdfplumber,2024\Weekly-Average-Prices-July-1-6-2024.pdf
2024-07-08,2024-07-13,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 78.92,,kg,,78.92,,pdfplumber,2024\Weekly-Average-Prices-July-8-13-2024.pdf
2024-07-15,2024-07-20,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 71.01,,kg,,71.01,,pdfplumber,2024\Weekly-Average-Prices-July-15-20-2024.pdf
2024-07-22,2024-07-27,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 76.19,,kg,,76.19,,pdfplumber,2024\Weekly-Average-Prices-July-22-27-2024.pdf
2024-07-29,2024-08-03,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 75.23,,kg,,75.23,,pdfplumber,2024\Weekly-Average-Prices-July-29-August-3-2024.pdf
2024-08-05,2024-08-10,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 72.90,,kg,,72.9,,pdfplumber,2024\Weekly-Average-Prices-August-5-10-2024.pdf
2024-08-12,2024-08-17,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 72.10,,kg,,72.1,,pdfplumber,2024\Weekly-Average-Prices-August-12-17-2024.pdf
2024-08-19,2024-08-24,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 69.90,,kg,,69.9,,pdfplumber,2024\Weekly-Average-Prices-August-19-24-2024.pdf
2024-11-04,2024-11-09,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 125.13,,kg,,125.13,,pdfplumber,2024\Weekly-Average-Prices-November-4-9-2024.pdf
2024-11-18,2024-11-23,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 111.33,,kg,,111.33,,pdfplumber,2024\Weekly-Average-Prices-November-18-23-2024.pdf
2025-04-28,2025-05-03,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 116.88,,kg,,116.88,,pdfplumber,2025\Weekly-Average-Prices-April-28-May-3-2025.pdf
2025-06-09,2025-06-14,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 91.41,,kg,,91.41,,pdfplumber,2025\Weekly-Average-Prices-June-9-14-2025.pdf
2025-09-15,2025-09-20,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 87.16,,kg,,87.16,,pdfplumber,2025\Weekly-Average-Prices-September-15-20-2025.pdf
2025-09-22,2025-09-27,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 110.12,,kg,,110.12,,pdfplumber,2025\Weekly-Average-Prices-September-22-27-2025.pdf
2025-10-13,2025-10-18,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 99.67,,kg,,99.67,,pdfplumber,2025\Weekly-Average-Prices-October-13-18-2025.pdf
2025-10-27,2025-11-01,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 85.88,,kg,,85.88,,pdfplumber,2025\Weekly-Average-Prices-October-27-November-1-2025.pdf
2025-11-03,2025-11-08,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 82.20,,kg,,82.2,,pdfplumber,2025\Weekly-Average-Prices-November-3-8-2025.pdf
2025-12-08,2025-12-13,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 76.29,,kg,,76.29,,pdfplumber,2025\Weekly-Average-Prices-December-8-13-2025.pdf
2026-01-12,2026-01-17,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 91.13,,kg,,91.13,,pdfplumber,2026\Weekly-Average-Prices-January-12-17-2026.pdf
2026-01-19,2026-01-24,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 89.58,,kg,,89.58,,pdfplumber,2026\Weekly-Average-Prices-January-19-24-2026.pdf
2026-04-20,2026-04-25,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 63.26,,kg,,63.26,,pdfplumber,2026\Weekly-Average-Prices-April-20-25-2026.pdf
2026-04-27,2026-05-02,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 61.79,,kg,,61.79,,pdfplumber,2026\Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-04,2026-05-09,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 59.46,,kg,,59.46,,pdfplumber,2026\Weekly-Average-Prices-May-4-9-2026.pdf
2026-05-11,2026-05-16,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 58.82,,kg,,58.82,,pdfplumber,2026\Weekly-Average-Prices-May-11-16-2026.pdf
2026-05-18,2026-05-23,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 58.95,,kg,,58.95,,pdfplumber,2026\Weekly-Average-Prices-May-18-23-2026.pdf
2026-05-25,2026-05-30,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 59.33,,kg,,59.33,,pdfplumber,2026\Weekly-Average-Prices-May-25-30-2026.pdf
2026-06-01,2026-06-06,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 59.45,,kg,,59.45,,pdfplumber,2026\Weekly-Average-Prices-June-1-6-2026.pdf
2026-06-08,2026-06-13,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 65.81,,kg,,65.81,,pdfplumber,2026\Weekly-Average-Prices-June-8-13-2026.pdf
2026-06-15,2026-06-20,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 69.18,,kg,,69.18,,pdfplumber,2026\Weekly-Average-Prices-June-15-20-2026.pdf
2026-06-22,2026-06-27,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 90.26,,kg,,90.26,,pdfplumber,2026\Weekly-Average-Prices-June-22-27-2026.pdf
2026-06-29,2026-07-05,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 97.23,,kg,,97.23,,pdfplumber,2026\Weekly-Average-Prices-June-29-July-5-2026.pdf
2026-07-06,2026-07-12,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 93.68,,kg,,93.68,,pdfplumber,2026\Weekly-Average-Prices-July-6-12-2026.pdf
2026-07-13,2026-07-19,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 84.98,,kg,,84.98,,pdfplumber,2026\Weekly-Average-Prices-July-13-19-2026.pdf
2026-07-20,2026-07-26,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 76.26,,kg,,76.26,,pdfplumber,2026\Weekly-Average-Prices-July-20-26-2026.pdf
2026-07-27,2026-08-02,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 71.55,,kg,,71.55,,pdfplumber,2026\Weekly-Average-Prices-July-27-August-2-2026.pdf
2026-08-03,2026-08-09,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 69.72,,kg,,69.72,,pdfplumber,2026\Weekly-Average-Prices-August-3-9-2026.pdf
2026-08-10,2026-08-16,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 98.75,,kg,,98.75,,pdfplumber,2026\Weekly-Average-Prices-August-10-16-2026.pdf
2026-08-17,2026-08-23,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 93.97,,kg,,93.97,,pdfplumber,2026\Weekly-Average-Prices-August-17-23-2026.pdf
2026-08-24,2026-08-30,Cabbage (Wonder Ball),Cabbage (Wonder Ball) 510 gm - 1 kg/head kg 110.55,,kg,,110.55,,pdfplumber,2026\Weekly-Average-Prices-August-24-30-2026.pdf
2024-01-01,2024-01-05,Carrots,Carrots 8-10 pcs kg 108.46,,kg,,108.46,,pdfplumber,2024\Weekly-Average-Prices-January-1-5-2024.pdf
2024-01-08,2024-01-12,Carrots,Carrots 8-10 pcs kg 93.26,,kg,,93.26,,pdfplumber,2024\Weekly-Average-Prices-January-8-12-2024.pdf
2024-01-15,2024-01-19,Carrots,Carrots 8-10 pcs kg 88.70,,kg,,88.7,,pdfplumber,2024\Weekly-Average-Prices-January-15-19-2024.pdf
2024-01-22,2024-01-26,Carrots,Carrots 8-10 pcs kg 90.39,,kg,,90.39,,pdfplumber,2024\Weekly-Average-Prices-January-22-26-2024.pdf
2024-01-29,2024-02-02,Carrots,Carrots 8-10 pcs kg 91.68,,kg,,91.68,,pdfplumber,2024\Weekly-Average-Prices-January-29-February-2-2024.pdf
2024-02-05,2024-02-09,Carrots,Carrots 8-10 pcs kg 92.90,,kg,,92.9,,pdfplumber,2024\Weekly-Average-Prices-February-5-9-2024.pdf
2024-02-26,2024-03-01,Carrots,Carrots 8-10 pcs/kg kg 114.07,,kg,,114.07,,pdfplumber,2024\Weekly-Average-Prices-February-26-March-1-2024.pdf
2024-03-04,2024-03-08,Carrots,Carrots 8-10 pcs/kg kg 119.79,,kg,,119.79,,pdfplumber,2024\Weekly-Average-Prices-March-4-8-2024.pdf
2024-04-15,2024-04-20,Carrots,Carrots 8-10 pcs/kg kg 98.08,,kg,,98.08,,pdfplumber,2024\Weekly-Average-Prices-April-15-20-2024.pdf
2024-04-22,2024-04-27,Carrots,Carrots 8-10 pcs/kg kg 100.12,,kg,,100.12,,pdfplumber,2024\Weekly-Average-Prices-April-22-27-2024.pdf
2024-04-29,2024-05-04,Carrots,Carrots 8-10 pcs/kg kg 100.20,,kg,,100.2,,pdfplumber,2024\Weekly-Average-Prices-April-29-May-4-2024.pdf
2024-05-06,2024-05-11,Carrots,Carrots 8-10 pcs/kg kg 99.52,,kg,,99.52,,pdfplumber,2024\Weekly-Average-Prices-May-6-11-2024.pdf
2024-05-13,2024-05-18,Carrots,Carrots 8-10 pcs/kg kg 97.76,,kg,,97.76,,pdfplumber,2024\Weekly-Average-Prices-May-13-18-2024.pdf
2024-05-20,2024-05-25,Carrots,Carrots 8-10 pcs/kg kg 95.53,,kg,,95.53,,pdfplumber,2024\Weekly-Average-Prices-May-20-25-2024.pdf
2024-06-10,2024-06-15,Carrots,Carrots 8-10 pcs/kg kg 104.85,,kg,,104.85,,pdfplumber,2024\Weekly-Average-Prices-June-10-15-2024.pdf
2024-06-17,2024-06-22,Carrots,Carrots 8-10 pcs/kg kg 111.87,,kg,,111.87,,pdfplumber,2024\Weekly-Average-Prices-June-17-22-2024.pdf
2024-06-24,2024-06-29,Carrots,Carrots 8-10 pcs/kg kg 117.94,,kg,,117.94,,pdfplumber,2024\Weekly-Average-Prices-June-24-29-2024.pdf
2024-07-01,2024-07-06,Carrots,Carrots 8-10 pcs/kg kg 128.66,,kg,,128.66,,pdfplumber,2024\Weekly-Average-Prices-July-1-6-2024.pdf
2024-07-08,2024-07-13,Carrots,Carrots 8-10 pcs/kg kg 137.54,,kg,,137.54,,pdfplumber,2024\Weekly-Average-Prices-July-8-13-2024.pdf
2024-07-15,2024-07-20,Carrots,Carrots 8-10 pcs/kg kg 144.17,,kg,,144.17,,pdfplumber,2024\Weekly-Average-Prices-July-15-20-2024.pdf
2024-07-22,2024-07-27,Carrots,Carrots 8-10 pcs/kg kg 168.81,,kg,,168.81,,pdfplumber,2024\Weekly-Average-Prices-July-22-27-2024.pdf
2024-07-29,2024-08-03,Carrots,Carrots 8-10 pcs/kg kg 164.23,,kg,,164.23,,pdfplumber,2024\Weekly-Average-Prices-July-29-August-3-2024.pdf
2024-08-05,2024-08-10,Carrots,Carrots 8-10 pcs/kg kg 140.81,,kg,,140.81,,pdfplumber,2024\Weekly-Average-Prices-August-5-10-2024.pdf
2024-08-12,2024-08-17,Carrots,Carrots 8-10 pcs/kg kg 129.02,,kg,,129.02,,pdfplumber,2024\Weekly-Average-Prices-August-12-17-2024.pdf
2024-08-19,2024-08-24,Carrots,Carrots 8-10 pcs/kg kg 119.21,,kg,,119.21,,pdfplumber,2024\Weekly-Average-Prices-August-19-24-2024.pdf
2024-11-04,2024-11-09,Carrots,Carrots 8-10 pcs/kg kg 176.16,,kg,,176.16,,pdfplumber,2024\Weekly-Average-Prices-November-4-9-2024.pdf
2024-11-18,2024-11-23,Carrots,Carrots 8-10 pcs/kg kg 186.49,,kg,,186.49,,pdfplumber,2024\Weekly-Average-Prices-November-18-23-2024.pdf
2025-04-28,2025-05-03,Carrots,Carrots 8-10 pcs/kg kg 85.28,,kg,,85.28,,pdfplumber,2025\Weekly-Average-Prices-April-28-May-3-2025.pdf
2025-06-09,2025-06-14,Carrots,Carrots 8-10 pcs/kg kg 90.33,,kg,,90.33,,pdfplumber,2025\Weekly-Average-Prices-June-9-14-2025.pdf
2025-09-15,2025-09-20,Carrots,Carrots 8-10 pcs/kg kg 259.35,,kg,,259.35,,pdfplumber,2025\Weekly-Average-Prices-September-15-20-2025.pdf
2025-09-22,2025-09-27,Carrots,Carrots 8-10 pcs/kg kg 271.51,,kg,,271.51,,pdfplumber,2025\Weekly-Average-Prices-September-22-27-2025.pdf
2025-10-13,2025-10-18,Carrots,Carrots 8-10 pcs/kg kg 192.03,,kg,,192.03,,pdfplumber,2025\Weekly-Average-Prices-October-13-18-2025.pdf
2025-10-27,2025-11-01,Carrots,Carrots 8-10 pcs/kg kg 159.59,,kg,,159.59,,pdfplumber,2025\Weekly-Average-Prices-October-27-November-1-2025.pdf
2025-11-03,2025-11-08,Carrots,Carrots 8-10 pcs/kg kg 156.09,,kg,,156.09,,pdfplumber,2025\Weekly-Average-Prices-November-3-8-2025.pdf
2025-12-08,2025-12-13,Carrots,Carrots 8-10 pcs/kg kg 122.07,,kg,,122.07,,pdfplumber,2025\Weekly-Average-Prices-December-8-13-2025.pdf
2026-01-12,2026-01-17,Carrots,"Carrots, Local 8-10 pcs/kg kg 102.62",,kg,,102.62,,pdfplumber,2026\Weekly-Average-Prices-January-12-17-2026.pdf
2026-01-19,2026-01-24,Carrots,"Carrots, Local 8-10 pcs/kg kg 98.35",,kg,,98.35,,pdfplumber,2026\Weekly-Average-Prices-January-19-24-2026.pdf
2026-04-20,2026-04-25,Carrots,"Carrots, Local 8-10 pcs/kg kg 157.05",,kg,,157.05,,pdfplumber,2026\Weekly-Average-Prices-April-20-25-2026.pdf
2026-04-27,2026-05-02,Carrots,"Carrots, Local 8-10 pcs/kg kg 150.74",,kg,,150.74,,pdfplumber,2026\Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-04,2026-05-09,Carrots,"Carrots, Local 8-10 pcs/kg kg 144.06",,kg,,144.06,,pdfplumber,2026\Weekly-Average-Prices-May-4-9-2026.pdf
2026-05-11,2026-05-16,Carrots,"Carrots, Local 8-10 pcs/kg kg 139.23",,kg,,139.23,,pdfplumber,2026\Weekly-Average-Prices-May-11-16-2026.pdf
2026-05-18,2026-05-23,Carrots,"Carrots, Local 8-10 pcs/kg kg 135.01",,kg,,135.01,,pdfplumber,2026\Weekly-Average-Prices-May-18-23-2026.pdf
2026-05-25,2026-05-30,Carrots,"Carrots, Local 8-10 pcs/kg kg 133.35",,kg,,133.35,,pdfplumber,2026\Weekly-Average-Prices-May-25-30-2026.pdf
2026-06-01,2026-06-06,Carrots,"Carrots, Local 8-10 pcs/kg kg 132.52",,kg,,132.52,,pdfplumber,2026\Weekly-Average-Prices-June-1-6-2026.pdf
2026-06-08,2026-06-13,Carrots,"Carrots, Local 8-10 pcs/kg kg 127.33",,kg,,127.33,,pdfplumber,2026\Weekly-Average-Prices-June-8-13-2026.pdf
2026-06-15,2026-06-20,Carrots,"Carrots, Local 8-10 pcs/kg kg 120.50",,kg,,120.5,,pdfplumber,2026\Weekly-Average-Prices-June-15-20-2026.pdf
2026-06-22,2026-06-27,Carrots,"Carrots, Local 8-10 pcs/kg kg 116.00",,kg,,116.0,,pdfplumber,2026\Weekly-Average-Prices-June-22-27-2026.pdf
2026-06-29,2026-07-05,Carrots,"Carrots, Local 8-10 pcs/kg kg 112.21",,kg,,112.21,,pdfplumber,2026\Weekly-Average-Prices-June-29-July-5-2026.pdf
2026-07-06,2026-07-12,Carrots,"Carrots, Local 8-10 pcs/kg kg 111.26",,kg,,111.26,,pdfplumber,2026\Weekly-Average-Prices-July-6-12-2026.pdf
2026-07-13,2026-07-19,Carrots,"Carrots, Local 8-10 pcs/kg kg 108.38",,kg,,108.38,,pdfplumber,2026\Weekly-Average-Prices-July-13-19-2026.pdf
2026-07-20,2026-07-26,Carrots,"Carrots, Local 8-10 pcs/kg kg 109.74",,kg,,109.74,,pdfplumber,2026\Weekly-Average-Prices-July-20-26-2026.pdf
2026-07-27,2026-08-02,Carrots,"Carrots, Local 8-10 pcs/kg kg 107.70",,kg,,107.7,,pdfplumber,2026\Weekly-Average-Prices-July-27-August-2-2026.pdf
2026-08-03,2026-08-09,Carrots,"Carrots, Local 8-10 pcs/kg kg 104.87",,kg,,104.87,,pdfplumber,2026\Weekly-Average-Prices-August-3-9-2026.pdf
2026-08-10,2026-08-16,Carrots,"Carrots, Local 8-10 pcs/kg kg 113.73",,kg,,113.73,,pdfplumber,2026\Weekly-Average-Prices-August-10-16-2026.pdf
2026-08-17,2026-08-23,Carrots,"Carrots, Local 8-10 pcs/kg kg 114.21",,kg,,114.21,,pdfplumber,2026\Weekly-Average-Prices-August-17-23-2026.pdf
2026-08-24,2026-08-30,Carrots,"Carrots, Local 8-10 pcs/kg kg 111.77",,kg,,111.77,,pdfplumber,2026\Weekly-Average-Prices-August-24-30-2026.pdf
2024-01-01,2024-01-05,Eggplant,Eggplant 3-4 Small Bundles kg 102.53,,kg,,102.53,,pdfplumber,2024\Weekly-Average-Prices-January-1-5-2024.pdf
2024-01-08,2024-01-12,Eggplant,Eggplant 3-4 Small Bundles kg 118.49,,kg,,118.49,,pdfplumber,2024\Weekly-Average-Prices-January-8-12-2024.pdf
2024-01-15,2024-01-19,Eggplant,Eggplant 3-4 Small Bundles kg 119.08,,kg,,119.08,,pdfplumber,2024\Weekly-Average-Prices-January-15-19-2024.pdf
2024-01-22,2024-01-26,Eggplant,Eggplant 3-4 Small Bundles kg 111.90,,kg,,111.9,,pdfplumber,2024\Weekly-Average-Prices-January-22-26-2024.pdf
