date,year,month,commodity,source_commodity,monthly_average_price,admin1,admin2,market,pricetype,currency,unit
2026-03-15,2026,3,Mango (Carabao),Mangoes (carabao),182.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-04-15,2026,4,Mango (Carabao),Mangoes (carabao),158.8,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-05-15,2026,5,Mango (Carabao),Mangoes (carabao),150.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-06-15,2026,6,Mango (Carabao),Mangoes (carabao),147.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-01-15,2008,1,Red Onion,Onions (red),145.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-02-15,2008,2,Red Onion,Onions (red),61.28,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-03-15,2008,3,Red Onion,Onions (red),44.31,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-04-15,2008,4,Red Onion,Onions (red),51.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-05-15,2008,5,Red Onion,Onions (red),78.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-06-15,2008,6,Red Onion,Onions (red),78.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-07-15,2008,7,Red Onion,Onions (red),77.13,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-08-15,2008,8,Red Onion,Onions (red),84.04,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-09-15,2008,9,Red Onion,Onions (red),82.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-10-15,2008,10,Red Onion,Onions (red),83.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-11-15,2008,11,Red Onion,Onions (red),81.56,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-12-15,2008,12,Red Onion,Onions (red),78.97,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-01-15,2009,1,Red Onion,Onions (red),73.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-02-15,2009,2,Red Onion,Onions (red),54.14,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-03-15,2009,3,Red Onion,Onions (red),49.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-04-15,2009,4,Red Onion,Onions (red),46.58,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-05-15,2009,5,Red Onion,Onions (red),49.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-06-15,2009,6,Red Onion,Onions (red),54.05,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-07-15,2009,7,Red Onion,Onions (red),55.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-08-15,2009,8,Red Onion,Onions (red),58.8,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-09-15,2009,9,Red Onion,Onions (red),59.52,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-10-15,2009,10,Red Onion,Onions (red),68.56,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-11-15,2009,11,Red Onion,Onions (red),73.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-12-15,2009,12,Red Onion,Onions (red),81.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-01-15,2010,1,Red Onion,Onions (red),104.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-02-15,2010,2,Red Onion,Onions (red),58.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-03-15,2010,3,Red Onion,Onions (red),35.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-04-15,2010,4,Red Onion,Onions (red),30.79,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-05-15,2010,5,Red Onion,Onions (red),30.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-06-15,2010,6,Red Onion,Onions (red),35.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-07-15,2010,7,Red Onion,Onions (red),40.35,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-08-15,2010,8,Red Onion,Onions (red),47.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-09-15,2010,9,Red Onion,Onions (red),50.1,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-10-15,2010,10,Red Onion,Onions (red),49.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-11-15,2010,11,Red Onion,Onions (red),49.65,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-12-15,2010,12,Red Onion,Onions (red),55.89,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-01-15,2012,1,Red Onion,Onions (red),72.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-02-15,2012,2,Red Onion,Onions (red),65.62,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-03-15,2012,3,Red Onion,Onions (red),56.91,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-05-15,2012,5,Red Onion,Onions (red),68.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-06-15,2012,6,Red Onion,Onions (red),72.32,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-07-15,2012,7,Red Onion,Onions (red),73.58,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-08-15,2012,8,Red Onion,Onions (red),82.61,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-09-15,2012,9,Red Onion,Onions (red),90.13,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-10-15,2012,10,Red Onion,Onions (red),94.17,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-11-15,2012,11,Red Onion,Onions (red),86.78,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-01-15,2013,1,Red Onion,Onions (red),80.92,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-02-15,2013,2,Red Onion,Onions (red),59.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-03-15,2013,3,Red Onion,Onions (red),45.61,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2013-04-15,2013,4,Red Onion,Onions (red),43.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2014-07-15,2014,7,Red Onion,Onions (red),42.79,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-05-15,2017,5,Red Onion,Onions (red),60.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-06-15,2017,6,Red Onion,Onions (red),65.2,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-07-15,2017,7,Red Onion,Onions (red),63.36,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-08-15,2017,8,Red Onion,Onions (red),64.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-09-15,2017,9,Red Onion,Onions (red),73.47,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-10-15,2017,10,Red Onion,Onions (red),73.08,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-11-15,2017,11,Red Onion,Onions (red),84.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2017-12-15,2017,12,Red Onion,Onions (red),110.16,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-01-15,2018,1,Red Onion,Onions (red),108.66,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-02-15,2018,2,Red Onion,Onions (red),81.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-03-15,2018,3,Red Onion,Onions (red),71.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-04-15,2018,4,Red Onion,Onions (red),76.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-05-15,2018,5,Red Onion,Onions (red),83.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-06-15,2018,6,Red Onion,Onions (red),92.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-07-15,2018,7,Red Onion,Onions (red),95.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-08-15,2018,8,Red Onion,Onions (red),102.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-09-15,2018,9,Red Onion,Onions (red),97.38,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-10-15,2018,10,Red Onion,Onions (red),78.21,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-11-15,2018,11,Red Onion,Onions (red),84.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2018-12-15,2018,12,Red Onion,Onions (red),81.58,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-01-15,2019,1,Red Onion,Onions (red),82.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-02-15,2019,2,Red Onion,Onions (red),71.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-03-15,2019,3,Red Onion,Onions (red),62.75,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2019-05-15,2019,5,Red Onion,Onions (red),55.05,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-05-15,2020,5,Red Onion,Onions (red),98.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-06-15,2020,6,Red Onion,Onions (red),95.33,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-07-15,2020,7,Red Onion,Onions (red),96.25,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-08-15,2020,8,Red Onion,Onions (red),111.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-09-15,2020,9,Red Onion,Onions (red),139.06,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-10-15,2020,10,Red Onion,Onions (red),179.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-11-15,2020,11,Red Onion,Onions (red),225.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-12-15,2020,12,Red Onion,Onions (red),214.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-01-15,2021,1,Red Onion,Onions (red),136.4,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-02-15,2021,2,Red Onion,Onions (red),111.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-03-15,2021,3,Red Onion,Onions (red),102.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-04-15,2021,4,Red Onion,Onions (red),100.4,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-05-15,2021,5,Red Onion,Onions (red),99.33,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-06-15,2021,6,Red Onion,Onions (red),106.62,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-07-15,2021,7,Red Onion,Onions (red),109.28,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-08-15,2021,8,Red Onion,Onions (red),110.27,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-09-15,2021,9,Red Onion,Onions (red),114.25,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-10-15,2021,10,Red Onion,Onions (red),125.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-11-15,2021,11,Red Onion,Onions (red),147.22,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-12-15,2021,12,Red Onion,Onions (red),163.02,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-01-15,2022,1,Red Onion,Onions (red),183.51,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-02-15,2022,2,Red Onion,Onions (red),107.52,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-03-15,2022,3,Red Onion,Onions (red),79.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-04-15,2022,4,Red Onion,Onions (red),70.45,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-05-15,2022,5,Red Onion,Onions (red),81.47,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-06-15,2022,6,Red Onion,Onions (red),92.54,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-07-15,2022,7,Red Onion,Onions (red),105.89,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-08-15,2022,8,Red Onion,Onions (red),134.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-09-15,2022,9,Red Onion,Onions (red),158.67,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-10-15,2022,10,Red Onion,Onions (red),199.33,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-11-15,2022,11,Red Onion,Onions (red),246.01,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2022-12-15,2022,12,Red Onion,Onions (red),363.43,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-01-15,2023,1,Red Onion,Onions (red),424.96,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-02-15,2023,2,Red Onion,Onions (red),256.61,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-03-15,2023,3,Red Onion,Onions (red),126.27,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-04-15,2023,4,Red Onion,Onions (red),130.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-05-15,2023,5,Red Onion,Onions (red),175.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-06-15,2023,6,Red Onion,Onions (red),170.85,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-07-15,2023,7,Red Onion,Onions (red),170.35,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-08-15,2023,8,Red Onion,Onions (red),170.33,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-09-15,2023,9,Red Onion,Onions (red),153.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-10-15,2023,10,Red Onion,Onions (red),143.32,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-11-15,2023,11,Red Onion,Onions (red),152.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2023-12-15,2023,12,Red Onion,Onions (red),173.51,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-01-15,2024,1,Red Onion,Onions (red),149.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-02-15,2024,2,Red Onion,Onions (red),112.25,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-03-15,2024,3,Red Onion,Onions (red),90.91,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-04-15,2024,4,Red Onion,Onions (red),90.31,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-05-15,2024,5,Red Onion,Onions (red),106.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-06-15,2024,6,Red Onion,Onions (red),110.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-07-15,2024,7,Red Onion,Onions (red),107.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-08-15,2024,8,Red Onion,Onions (red),109.67,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-09-15,2024,9,Red Onion,Onions (red),106.82,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-10-15,2024,10,Red Onion,Onions (red),104.14,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-11-15,2024,11,Red Onion,Onions (red),106.47,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2024-12-15,2024,12,Red Onion,Onions (red),119.47,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-01-15,2025,1,Red Onion,Onions (red),142.8,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-02-15,2025,2,Red Onion,Onions (red),174.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-03-15,2025,3,Red Onion,Onions (red),129.71,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-04-15,2025,4,Red Onion,Onions (red),113.7,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-05-15,2025,5,Red Onion,Onions (red),128.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-06-15,2025,6,Red Onion,Onions (red),133.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-07-15,2025,7,Red Onion,Onions (red),145.26,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-08-15,2025,8,Red Onion,Onions (red),160.66,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-09-15,2025,9,Red Onion,Onions (red),159.87,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-10-15,2025,10,Red Onion,Onions (red),158.03,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-11-15,2025,11,Red Onion,Onions (red),223.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-12-15,2025,12,Red Onion,Onions (red),223.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-01-15,2026,1,Red Onion,Onions (red),164.88,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-02-15,2026,2,Red Onion,Onions (red),137.54,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-03-15,2026,3,Red Onion,Onions (red),116.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-04-15,2026,4,Red Onion,Onions (red),102.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-05-15,2026,5,Red Onion,Onions (red),101.34,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-06-15,2026,6,Red Onion,Onions (red),110.07,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-05-15,2020,5,Squash,Squashes,35.57,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-06-15,2020,6,Squash,Squashes,35.85,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-07-15,2020,7,Squash,Squashes,32.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-08-15,2020,8,Squash,Squashes,35.03,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-09-15,2020,9,Squash,Squashes,35.12,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-10-15,2020,10,Squash,Squashes,35.25,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-11-15,2020,11,Squash,Squashes,38.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2020-12-15,2020,12,Squash,Squashes,50.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-01-15,2021,1,Squash,Squashes,101.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-02-15,2021,2,Squash,Squashes,81.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-03-15,2021,3,Squash,Squashes,52.53,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-04-15,2021,4,Squash,Squashes,39.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-05-15,2021,5,Squash,Squashes,35.19,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-06-15,2021,6,Squash,Squashes,35.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-07-15,2021,7,Squash,Squashes,38.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-08-15,2021,8,Squash,Squashes,47.36,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-09-15,2021,9,Squash,Squashes,49.83,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-10-15,2021,10,Squash,Squashes,50.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-11-15,2021,11,Squash,Squashes,48.51,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2021-12-15,2021,12,Squash,Squashes,44.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-06-15,2025,6,Squash,Squashes,46.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-07-15,2025,7,Squash,Squashes,49.29,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-08-15,2025,8,Squash,Squashes,84.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-09-15,2025,9,Squash,Squashes,84.32,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-10-15,2025,10,Squash,Squashes,71.92,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-11-15,2025,11,Squash,Squashes,62.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2025-12-15,2025,12,Squash,Squashes,58.86,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-01-15,2026,1,Squash,Squashes,61.6,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-02-15,2026,2,Squash,Squashes,63.49,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-03-15,2026,3,Squash,Squashes,73.79,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-04-15,2026,4,Squash,Squashes,71.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-05-15,2026,5,Squash,Squashes,65.54,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2026-06-15,2026,6,Squash,Squashes,66.76,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-01-15,2008,1,Tomato,Tomatoes,39.48,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-02-15,2008,2,Tomato,Tomatoes,36.42,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-03-15,2008,3,Tomato,Tomatoes,26.77,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-04-15,2008,4,Tomato,Tomatoes,28.57,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-05-15,2008,5,Tomato,Tomatoes,37.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-06-15,2008,6,Tomato,Tomatoes,35.61,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-07-15,2008,7,Tomato,Tomatoes,34.04,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-08-15,2008,8,Tomato,Tomatoes,42.67,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-09-15,2008,9,Tomato,Tomatoes,44.5,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-10-15,2008,10,Tomato,Tomatoes,39.08,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-11-15,2008,11,Tomato,Tomatoes,48.18,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2008-12-15,2008,12,Tomato,Tomatoes,47.15,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-01-15,2009,1,Tomato,Tomatoes,28.81,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-02-15,2009,2,Tomato,Tomatoes,20.44,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-03-15,2009,3,Tomato,Tomatoes,25.26,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-04-15,2009,4,Tomato,Tomatoes,49.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-05-15,2009,5,Tomato,Tomatoes,39.24,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-06-15,2009,6,Tomato,Tomatoes,45.87,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-07-15,2009,7,Tomato,Tomatoes,40.38,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-08-15,2009,8,Tomato,Tomatoes,27.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-09-15,2009,9,Tomato,Tomatoes,44.68,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-10-15,2009,10,Tomato,Tomatoes,54.95,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-11-15,2009,11,Tomato,Tomatoes,54.94,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2009-12-15,2009,12,Tomato,Tomatoes,46.59,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-01-15,2010,1,Tomato,Tomatoes,31.32,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-02-15,2010,2,Tomato,Tomatoes,18.09,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-03-15,2010,3,Tomato,Tomatoes,18.72,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-04-15,2010,4,Tomato,Tomatoes,21.44,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-05-15,2010,5,Tomato,Tomatoes,28.93,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-06-15,2010,6,Tomato,Tomatoes,37.4,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-07-15,2010,7,Tomato,Tomatoes,47.41,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-08-15,2010,8,Tomato,Tomatoes,68.88,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-09-15,2010,9,Tomato,Tomatoes,51.55,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-10-15,2010,10,Tomato,Tomatoes,31.26,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-11-15,2010,11,Tomato,Tomatoes,42.52,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2010-12-15,2010,12,Tomato,Tomatoes,54.74,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-05-15,2012,5,Tomato,Tomatoes,58.69,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-06-15,2012,6,Tomato,Tomatoes,49.11,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-07-15,2012,7,Tomato,Tomatoes,35.29,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
2012-08-15,2012,8,Tomato,Tomatoes,40.64,National Capital region,Metropolitan Manila,Metro Manila,Retail,PHP,KG
